PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"41196050","Metagenome-assembled genomes reveal microbial signatures and metabolic pathways linked to coronary artery disease","Lee S, Raza S, Lee E-J, Chang Y, Ryu S, Kim H-L, Kang S-H, Kim H-N.","mSystems. 2025 Dec 17;10(12):e0095425. doi: 10.1128/msystems.00954-25. Epub 2025 Nov 6.","Lee S","mSystems","2025","2025/11/06","PMC12710354","","10.1128/msystems.00954-25"
"41195737","Complete genome sequences of two Klebsiella pneumoniae bacteriophages in genus Marfavirus","Lertsethtakarn P, Chaisatit C, Gonwong S, Nobthai P, Silapong S, Thaloengsok S, Ruamsap N, Nikolich M, Boudreaux D.","Microbiol Resour Announc. 2025 Dec 11;14(12):e0082325. doi: 10.1128/mra.00823-25. Epub 2025 Nov 6.","Lertsethtakarn P","Microbiol Resour Announc","2025","2025/11/06","PMC12697172","","10.1128/mra.00823-25"
"41191716","Evaluating machine learning approaches for host prediction using H3 influenza genomic data","Tran H, Berke O, Ricker N, Poljak Z.","PLoS One. 2025 Nov 5;20(11):e0336142. doi: 10.1371/journal.pone.0336142. eCollection 2025.","Tran H","PLoS One","2025","2025/11/05","PMC12588535","","10.1371/journal.pone.0336142"
"41182828","Pantoea graminicola sp. nov., a Gram-negative bacterium isolated from sweet corn (Zea mays L.) in the USA","Ferreira LC, de Moura VAS, Poudel M, Fullem KR, Jones JB, Xavier KV.","Int J Syst Evol Microbiol. 2025 Nov;75(11):006952. doi: 10.1099/ijsem.0.006952.","Ferreira LC","Int J Syst Evol Microbiol","2025","2025/11/03","PMC12582532","","10.1099/ijsem.0.006952"
"41171871","Biodiscovery of Actinomycetota through metabolo-genomics reveals functional diversity across contrasting Mexican ecosystems","Rodríguez-Orduña L, Aguilar C, Hernández-Melgar AG, Garza HFA, Verdel-Aranda K, Rodríguez AV, López-Ribot JL, Moreno-Ulloa A, Licona-Cassani C.","Microb Genom. 2025 Oct;11(10):001557. doi: 10.1099/mgen.0.001557.","Rodríguez-Orduña L","Microb Genom","2025","2025/10/31","PMC13293302","","10.1099/mgen.0.001557"
"41171319","Comprehensive Genomic Insights and Insecticidal Evaluation of Bacillus thuringiensis Strain T419 against Lepidopteran Pests","Vignesh S, Rajadurai G, Raghu R, Jayakanthan M, Mohankumar S, Balakrishnan N, Balasubramani V, Kokiladevi E.","Curr Microbiol. 2025 Oct 31;82(12):589. doi: 10.1007/s00284-025-04573-8.","Vignesh S","Curr Microbiol","2025","2025/10/31","","","10.1007/s00284-025-04573-8"
"41171027","High prevalence of multidrug-resistant Salmonella enterica in Thailand food markets: insights from complete genome and phenotypic characterization of ESBL-producing strains","Phaophu P, Thadtapong N, Wirth SE, Gray AS, Dangsuk S, Ngamwongsatit N, Aunpad R, Chaturongakul S.","Microbiol Spectr. 2025 Dec 2;13(12):e0212925. doi: 10.1128/spectrum.02129-25. Epub 2025 Oct 31.","Phaophu P","Microbiol Spectr","2025","2025/10/31","PMC12671207","","10.1128/spectrum.02129-25"
"41170988","Draft genome sequence of Leptospira sp. SA-E8, isolated from a farmland soil","Sonam A, Hameed A, Stothard P, Grant JR, Arun AB.","Microbiol Resour Announc. 2025 Dec 11;14(12):e0092925. doi: 10.1128/mra.00929-25. Epub 2025 Oct 31.","Sonam A","Microbiol Resour Announc","2025","2025/10/31","PMC12697122","","10.1128/mra.00929-25"
"41162893","Unveiling meropenem resistance and co-resistance patterns in Klebsiella pneumoniae and Acinetobacter baumannii: a global genome analysis using ML/DL and association mining","Ramachandran S, K D, M S, R MR, S A, V A, P DD, B S, Mohan S S.","BMC Microbiol. 2025 Oct 29;25(1):699. doi: 10.1186/s12866-025-04394-6.","Ramachandran S","BMC Microbiol","2025","2025/10/30","PMC12574167","","10.1186/s12866-025-04394-6"
"41159736","Mutations in two-component signaling systems drive experimental evolution of tigecycline and colistin resistance in Acinetobacter baumannii","Kent JE, Elane M, Leyn S, Zlamal J, Wong N, Aizin M, Zampaloni C, Louvel S, Haldimann A, Vercruysse M, Osterman A.","Antimicrob Agents Chemother. 2025 Dec 10;69(12):e0080925. doi: 10.1128/aac.00809-25. Epub 2025 Oct 29.","Kent JE","Antimicrob Agents Chemother","2025","2025/10/29","PMC12691633","","10.1128/aac.00809-25"
"41159104","High serological barriers may contribute to restricted Influenza-A-virus transmission between pigs and humans","Hennig C, Graaf-Rau A, Schmies K, Elling R, Henneke P, Dürrwald R, Beilage EG, Schwemmle M, Beer M, Harder T.","One Health. 2025 Oct 14;21:101214. doi: 10.1016/j.onehlt.2025.101214. eCollection 2025 Dec.","Hennig C","One Health","2025","2025/10/29","PMC12555762","","10.1016/j.onehlt.2025.101214"
"41157622","Stockholm Paradigm in the Study of Influenza H1N1 Viruses: A New Approach to the Study of Zoonotic Risk Coupling Multiple Correspondence Analysis and Multi-Locus Phylogenies","Galvão Feronato S, Baggio RA, Santos HGG, Ferreira Silveira G.","Viruses. 2025 Oct 8;17(10):1350. doi: 10.3390/v17101350.","Galvão Feronato S","Viruses","2025","2025/10/29","PMC12568263","","10.3390/v17101350"
"41147614","Comparative Genomics of the Endosymbiont Cardinium Causing Reproductive Manipulation in Encarsia Parasitoid Wasps","Schultz DL, Stouthamer CM, Kelly SE, Mathieson OL, Kleiner M, Hunter MS, Schmitz-Esser S.","Microbiologyopen. 2025 Dec;14(6):e70084. doi: 10.1002/mbo3.70084.","Schultz DL","Microbiologyopen","2025","2025/10/28","PMC12560110","","10.1002/mbo3.70084"
"41143417","A chemostat-based model for growing bacterial biofilms","Spagnolo F, Caballero I, Goldblatt A, Loccisano MJ, Mahe MI, Mejia Y, Melvani N, Nagel A, Stanciu A, Kannoly S, Dennehy JJ, Trujillo M.","Microbiol Spectr. 2025 Dec 2;13(12):e0233325. doi: 10.1128/spectrum.02333-25. Epub 2025 Oct 27.","Spagnolo F","Microbiol Spectr","2025","2025/10/27","PMC12671209","","10.1128/spectrum.02333-25"
"41127251","3D imaging-driven assembly of multispecies biofilms with antagonistic activity against undesirable bacteria","Guéneau V, Guillier L, Berdous C, Noirot-Gros MF, Jiménez G, Plateau-Gonthier J, Serror P, Castex M, Briandet R.","ISME Commun. 2025 Sep 5;5(1):ycaf156. doi: 10.1093/ismeco/ycaf156. eCollection 2025 Jan.","Guéneau V","ISME Commun","2025","2025/10/23","PMC12539569","","10.1093/ismeco/ycaf156"
"41125589","Bacterial warfare is associated with virulence and antimicrobial resistance","Sharp C, Foster KR.","Nat Commun. 2025 Oct 22;16(1):9329. doi: 10.1038/s41467-025-64363-5.","Sharp C","Nat Commun","2025","2025/10/22","PMC12546727","","10.1038/s41467-025-64363-5"
"41124041","Challenging the paradigm: non-canonical exoprotease cheating in clinical Pseudomonas aeruginosa isolates","Guadarrama-Orozco KD, Esquivel-Hernández DA, Islas-Tolentino MÁ, Husain FM, Quezada H, García-Reyes S, Franco B, Marroquin-Mendiola DL, Lucero-Gil MG, Olvera-Falfan LP, Estrada-Velasco ÁY, Fabián Del Olmo MJ, Cocotl-Yañez M, Tomas M, Peña-Ocaña BA, Maeda T, Khan A, Arshad M, Cantón R, Oliver A, Kidd TJ, Valdez A, Cadet F, Toya S, Fontaine N, Ceapă CD, Kirigo J, Wood TK, García-Contreras R.","FEMS Microbiol Ecol. 2025 Oct 13;101(11):fiaf106. doi: 10.1093/femsec/fiaf106.","Guadarrama-Orozco KD","FEMS Microbiol Ecol","2025","2025/10/22","PMC12574336","","10.1093/femsec/fiaf106"
"41117551","Draft genome of Corynebacterium glycinophilum S209 isolated from healthy human skin","Jablonska S, Nelson L, Finger G, Kula A, Putonti C.","Microbiol Resour Announc. 2025 Nov 13;14(11):e0080925. doi: 10.1128/mra.00809-25. Epub 2025 Oct 21.","Jablonska S","Microbiol Resour Announc","2025","2025/10/21","PMC12613927","","10.1128/mra.00809-25"
"41100556","Bat sarbecovirus WIV1-CoV bears an adaptive mutation that alters spike dynamics and enhances ACE2 binding","Tse AL, Lasso G, Berrigan J, McLellan JS, Chandran K, Miller EH.","PLoS Pathog. 2025 Oct 16;21(10):e1013123. doi: 10.1371/journal.ppat.1013123. eCollection 2025 Oct.","Tse AL","PLoS Pathog","2025","2025/10/16","PMC12588501","","10.1371/journal.ppat.1013123"
"41099707","Adsorption of phage T2 is inhibited due to inversion of cryptic prophage DNA by the serine recombinase PinQ","Kirigo J, Huelgas-Méndez D, Tomás M, Benedik MJ, García-Contreras R, Wood TK.","Nucleic Acids Res. 2025 Oct 14;53(19):gkaf1041. doi: 10.1093/nar/gkaf1041.","Kirigo J","Nucleic Acids Res","2025","2025/10/16","PMC12529663","","10.1093/nar/gkaf1041"
"41094140","A vaccine central in A(H5) influenza antigenic space confers broad immunity","Kok A, Wilks SH, Tureli S, James SL, Bestebroer TM, Burke DF, Funk M, van der Vliet S, Spronken MI, Rijnink WF, Pattinson DJ, de Meulder D, Rosu ME, Lexmond P, van den Brand JMA, Herfst S, Smith DJ, Fouchier RAM, Richard M.","Nature. 2025 Nov;647(8091):1005-1013. doi: 10.1038/s41586-025-09626-3. Epub 2025 Oct 15.","Kok A","Nature","2025","2025/10/15","PMC12657240","","10.1038/s41586-025-09626-3"
"41092974","CAT-GxD: Centralized access to gene expression datasets","Roxas BAP, Roxas JL, Guo JS, LeBauer DS, McCarthy F, Vedantam G, Viswanathan VK.","Anaerobe. 2025 Dec;96:103005. doi: 10.1016/j.anaerobe.2025.103005. Epub 2025 Oct 13.","Roxas BAP","Anaerobe","2025","2025/10/15","PMC12704217","NIHMS2118613","10.1016/j.anaerobe.2025.103005"
"41089357","Complete genome of bla CTX-M-65-carrying Salmonella Infantis strain Z1323CSL0015 isolated from broiler chicken","Oh JY, Jeong JH, Kwak SM, Chae JC.","J Anim Sci Technol. 2025 Sep;67(5):1181-1184. doi: 10.5187/jast.2024.e9. Epub 2025 Sep 30.","Oh JY","J Anim Sci Technol","2025","2025/10/15","PMC12516584","","10.5187/jast.2024.e9"
"41087377","Genomic characterization of Microbacterium meiriae sp. nov., a novel bacterium isolated from the International Space Station","Karouia F, de Oliveira LC, Hameed A, Simpson A, Singh N, Rekha PD, Mason CE, Venkateswaran K.","Sci Rep. 2025 Oct 14;15(1):35770. doi: 10.1038/s41598-025-13974-5.","Karouia F","Sci Rep","2025","2025/10/14","PMC12521503","","10.1038/s41598-025-13974-5"
"41062486","Node role of wild boars in virus circulation among wildlife and domestic animals","Tu Z, Sun H, Wang T, Liu Y, Xu Y, Peng P, Qin S, Tu C, He B.","Nat Commun. 2025 Oct 8;16(1):8938. doi: 10.1038/s41467-025-64019-4.","Tu Z","Nat Commun","2025","2025/10/08","PMC12508043","","10.1038/s41467-025-64019-4"
"41059688","Draft genome sequence of Bacillus cereus SBI_SS06_AR_BD: a bacterium producing both alpha-amylase and lipase","Raida AI, Sahib MS, Hakim RU, Raihan J, Tayeb MA, Fakruddin M, Mondol SM, Islam SMBU.","Microbiol Resour Announc. 2025 Nov 13;14(11):e0026725. doi: 10.1128/mra.00267-25. Epub 2025 Oct 8.","Raida AI","Microbiol Resour Announc","2025","2025/10/08","PMC12613945","","10.1128/mra.00267-25"
"41051204","Comparative genomics of carbapenem-resistant Acinetobacter baumannii isolated from pediatric patients in a tertiary care hospital","Guillén-Navarro D, Ochoa SA, De La Rosa-Zamboni D, Giono-Cerezo S, Xicohtencatl-Cortes J, Cruz-Córdova A.","Microbiol Spectr. 2025 Nov 4;13(11):e0167625. doi: 10.1128/spectrum.01676-25. Epub 2025 Oct 6.","Guillén-Navarro D","Microbiol Spectr","2025","2025/10/06","PMC12584756","","10.1128/spectrum.01676-25"
"41032193","Pangenome Analysis and Genome-Guided Probiotic Evaluation of Cyclic Dipeptides Producing Levilactobacillus brevis DY55bre Strain from a Lactic Acid Fermented Shalgam to Assess Its Metabolic, Probiotic Potentials, and Cytotoxic Effects on Colorectal Cancer Cells","Yetiman AE, Horzum M, Kanbur E, Çadir M, Bahar D, Gürbüz Ş, Karaman MZ, Fidan Ö, Kaya M, Yetiman S, Doğan M, Akbulut M.","Probiotics Antimicrob Proteins. 2026 Apr;18(3):4540-4568. doi: 10.1007/s12602-025-10760-7. Epub 2025 Oct 1.","Yetiman AE","Probiotics Antimicrob Proteins","2026","2025/10/01","","","10.1007/s12602-025-10760-7"
"41029596","Phosphate solubilizing bacteria isolated from greenhouse ornamentals improve health and promote growth in French marigold 'Durango Yellow' grown in soilless substrate under phosphate limiting conditions","Quijia-Pillajo J, Nordstedt NP, Chapin LJ, Owen JS Jr, Altland JE, Jones ML.","BMC Plant Biol. 2025 Sep 30;25(1):1234. doi: 10.1186/s12870-025-07178-2.","Quijia-Pillajo J","BMC Plant Biol","2025","2025/10/01","PMC12486509","","10.1186/s12870-025-07178-2"
"41028112","Unveiling the probiotic potential of the genus Geobacillus through comparative genomics and in silico analysis","Najar IN, Sharma P, Das R, Mondal K, Singh AK, Radha A, Sharma V, Sharma S, Thakur N, Gandhi SG, Kumar V.","Sci Rep. 2025 Sep 30;15(1):33748. doi: 10.1038/s41598-025-98392-3.","Najar IN","Sci Rep","2025","2025/09/30","PMC12484569","","10.1038/s41598-025-98392-3"
"41025821","Draft genome sequences of Staphylococcus species isolated from urine samples from asymptomatic females","Jablonska S, Nelson L, Finger G, Kula A, Putonti C.","Microbiol Resour Announc. 2025 Nov 13;14(11):e0081225. doi: 10.1128/mra.00812-25. Epub 2025 Sep 30.","Jablonska S","Microbiol Resour Announc","2025","2025/09/30","PMC12613951","","10.1128/mra.00812-25"
"41022841","Rising dengue risk with increasing El Niño-Southern Oscillation amplitude and teleconnections","Tian Y, Xu Y, Liang Y, Zhou Z, Susong KM, Chen Y, Joshi K, Campbell AM, Lim A, Lin Q, Ma Z, Wei Y, Yang Y, Sun C, Feng J, He Q, Wang Z, Cazelles B, Guo Y, Liu K, Brady OJ, Tian H.","Nat Commun. 2025 Sep 29;16(1):8629. doi: 10.1038/s41467-025-63655-0.","Tian Y","Nat Commun","2025","2025/09/29","PMC12480917","","10.1038/s41467-025-63655-0"
"41020589","Multiomic data analyses unveiled a novel phenol-soluble modulin that induces trapping of extracellular lipases at the surface of Staphylococcus aureus cells","Muruzabal-Galarza A, Catalan-Moreno A, Dorado-Morales P, García-Gutiérrez C, Torguet M, Caldelari I, Caballero CJ, Valle J, Toledo-Arana A.","mBio. 2025 Nov 12;16(11):e0185625. doi: 10.1128/mbio.01856-25. Epub 2025 Sep 29.","Muruzabal-Galarza A","mBio","2025","2025/09/29","PMC12607899","","10.1128/mbio.01856-25"
"41013611","Interaction of plant-derived metabolites and rhizobiome functions enhances drought stress tolerance","Kazarina A, Sarkar S, Adams B, Vogt B, Rodela L, Pogranichny S, Powell S, Wiechman H, Heeren L, Reese N, Thompson D, Ran Q, Hartung E, Akhunova A, Akhunov E, Johnson L, Jumpponen A, Lee STM.","Genome Biol. 2025 Sep 26;26(1):310. doi: 10.1186/s13059-025-03778-1.","Kazarina A","Genome Biol","2025","2025/09/27","PMC12476043","","10.1186/s13059-025-03778-1"
"41013198","Streptococcus anginosus of the urogenital tract: evidence of the same strain across anatomical sites of the same females","Appleberry H, Garcia-Israel J, Boger L, Banerjee S, Wolfe AJ, Putonti C.","BMC Genomics. 2025 Sep 26;26(1):840. doi: 10.1186/s12864-025-11973-4.","Appleberry H","BMC Genomics","2025","2025/09/27","PMC12465951","","10.1186/s12864-025-11973-4"
"41012658","Genomic Analysis of Rotavirus G8P[8] Strains Detected in the United States Through Active Surveillance, 2016-2017","Casey-Moore MC, Esona MD, Mijatovic-Rustempasic S, Jaimes J, Gautam R, Wikswo ME, Williams JV, Halasa N, Chappell JD, Payne DC, Allen Staat M, Weinberg GA, Bowen MD.","Viruses. 2025 Sep 9;17(9):1230. doi: 10.3390/v17091230.","Casey-Moore MC","Viruses","2025","2025/09/27","PMC12474418","","10.3390/v17091230"
"41012599","Human-Derived H3N2 Influenza A Viruses Detected in Pigs in Northern Italy","Soliani L, Mescoli A, Zanni I, Baioni L, Alborali G, Moreno A, Faccini S, Rosignoli C, Lorenzi G, Fiorentini L, Torreggiani C, Cordioli B, Prosperi A, Luppi A, Chiapponi C.","Viruses. 2025 Aug 27;17(9):1171. doi: 10.3390/v17091171.","Soliani L","Viruses","2025","2025/09/27","PMC12474197","","10.3390/v17091171"
"41011523","Unveiling Bacterial Diversity in Portuguese Red Wine Effluents Through a Metagenomic Approach","Gomes AG, Sousa AC, Carreira JS, Oliveira A, Justino MC, Santos CA.","Microorganisms. 2025 Sep 19;13(9):2192. doi: 10.3390/microorganisms13092192.","Gomes AG","Microorganisms","2025","2025/09/27","PMC12472228","","10.3390/microorganisms13092192"
"41009996","Comparative Genomics and Functional Profiling Reveal Lineage-Specific Metabolic Adaptations in Globally Emerging Fluoroquinolone-Resistant Salmonella Kentucky ST198","Ahmed J, Soltys RC, Shringi S, Guard J, Haley BJ, Shah DH.","Genes (Basel). 2025 Sep 8;16(9):1051. doi: 10.3390/genes16091051.","Ahmed J","Genes (Basel)","2025","2025/09/27","PMC12469290","","10.3390/genes16091051"
"41008231","Genomic Landscape and Antimicrobial Resistance of Listeria monocytogenes in Retail Chicken in Qingdao, China","Wang W, Zhong Y, Jia J, Ma L, Lu Y, Wang Q, Gao L, Cao J, Dong Y, Zheng Q, Xiao J.","Foods. 2025 Sep 19;14(18):3260. doi: 10.3390/foods14183260.","Wang W","Foods","2025","2025/09/27","PMC12469558","","10.3390/foods14183260"
"41007346","Genomic and Phenotypic Characterization of a Drug-Susceptible Acinetobacter baumannii Reveals Increased Virulence-Linked Traits and Stress Tolerance","Foong WE, He W, Xiang X, Huang J, Tam HK.","Biology (Basel). 2025 Sep 5;14(9):1201. doi: 10.3390/biology14091201.","Foong WE","Biology (Basel)","2025","2025/09/27","PMC12467113","","10.3390/biology14091201"
"41003675","Whole-genome sequencing and assembly of fish pathogenic Proteus mirabilis (COFI-RLBCAU-II) possessing multiple antimicrobial resistance genes","Tripathy PS, Parida SN, Tyagi A, Rout AK, Behera BK, Pandey PK.","Microbiol Resour Announc. 2025 Nov 13;14(11):e0054625. doi: 10.1128/mra.00546-25. Epub 2025 Sep 26.","Tripathy PS","Microbiol Resour Announc","2025","2025/09/26","PMC12613953","","10.1128/mra.00546-25"
"41002249","Draft genome sequences of Staphylococcus hominis strains O226 and O218 and Micrococcus luteus O220 isolated from the buccal swabs of healthy individuals","Jablonska S, Nelson L, Finger G, Kula A, Putonti C.","Microbiol Resour Announc. 2025 Nov 13;14(11):e0081025. doi: 10.1128/mra.00810-25. Epub 2025 Sep 26.","Jablonska S","Microbiol Resour Announc","2025","2025/09/26","PMC12613906","","10.1128/mra.00810-25"
"41002149","Bacterial skin colonization with a specific Cutibacterium avidum clade as a risk factor for periprosthetic joint infections-a multicenter study","Salar Vidal L, Prinz J, Frey PM, Schweizer TA, Böni L, Brugger SD, Brüggemann H, Esteban J, Achermann Y; ESGIAI (ESCMID Study Group for Implant-Associated Infections).","Microbiol Spectr. 2025 Nov 4;13(11):e0051525. doi: 10.1128/spectrum.00515-25. Epub 2025 Sep 26.","Salar Vidal L","Microbiol Spectr","2025","2025/09/26","PMC12584708","","10.1128/spectrum.00515-25"
"40996703","The Microbe Directory: a centralized database for biological interpretation of microbiome data","Sierra MA, Ryon K, Arikatla MR, Elshafey R, Bhaskar H, Proszynski J, Bhattacharya C, Shaaban H, Danko DC, Ambrose P, Spaulding SA, Zambrano MM, Consortium TMD, Mason CE.","Database (Oxford). 2025 Jan 18;2025:baaf060. doi: 10.1093/database/baaf060.","Sierra MA","Database (Oxford)","2025","2025/09/25","PMC12462379","","10.1093/database/baaf060"
"40992213","Transposition of insertion sequence element from KPC plasmid enhances intracellular survival of Klebsiella pneumoniae","Xie Y, Cao Z, Shi YH, Shen X, Wang LL, Weng D, Zhang J, Wang Y, Li G, Xu JF.","EBioMedicine. 2025 Oct;120:105944. doi: 10.1016/j.ebiom.2025.105944. Epub 2025 Sep 23.","Xie Y","EBioMedicine","2025","2025/09/24","PMC12492035","","10.1016/j.ebiom.2025.105944"
